DEPTH,TVDSS,GR,RT,NPHI,RHOB,VCALCITE,VQUARTZ,VSH,VCOAL,VORGSH,VGAS,VOIL,VWATER,PHIT,PHIE,SWE,PERM,LITHO,FLUID,Wells
5404.0,5063.6392,90.0001,2.2094,0.2615,2.4152,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5404.5,5064.1224,79.0483,2.9594,0.2031,2.4615,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5405.0,5064.6056,67.7836,3.8751,0.1535,2.4923,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5405.5,5065.0888,57.5914,4.7139,0.1337,2.5195,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5406.0,5065.572,57.4201,5.4657,0.1312,2.5427,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5406.5,5066.0551,56.8973,5.6289,0.1353,2.5605,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5407.0,5066.5383,55.9872,5.5713,0.1405,2.5752,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5407.5,5067.0215,54.9802,5.4959,0.1431,2.5853,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5408.0,5067.5047,59.8517,5.6574,0.1388,2.591,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5408.5,5067.9879,59.018,6.2337,0.126,2.5916,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5409.0,5068.471,53.5859,7.2343,0.116,2.5903,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5409.5,5068.9542,45.6269,7.3777,0.1186,2.595,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5410.0,5069.4374,46.6131,6.7928,0.1278,2.6106,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5410.5,5069.9206,50.6591,6.3169,0.1375,2.6203,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5411.0,5070.4038,52.332,5.5473,0.1483,2.6159,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5411.5,5070.887,57.1957,4.8841,0.1571,2.6048,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5412.0,5071.3702,58.5844,4.6409,0.1629,2.5843,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5412.5,5071.8534,56.8227,4.1855,0.1833,2.5695,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5413.0,5072.3365,64.8793,2.9139,0.2276,2.5481,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5413.5,5072.8197,82.0956,1.9629,0.273,2.5066,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5414.0,5073.3029,89.649,1.9787,0.2931,2.471,0.0,0.251751,0.6838,0.0,0.0,0.0,0.010415,0.053999,0.064414,0.064414,0.8383,0.0023,6.0,,SH-15
5414.5,5073.7861,96.5289,1.8563,0.3095,2.4576,0.0,0.182446,0.7501,0.0,0.0,0.0,0.012642,0.054762,0.067404,0.06402,0.8124,0.0023,6.0,,SH-15
5415.0,5074.2693,106.7127,1.5733,0.3479,2.437,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5415.5,5074.7525,129.4946,1.3537,0.3929,2.3987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5416.0,5075.2357,144.6067,1.3119,0.4054,2.3629,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5416.5,5075.7189,133.5835,1.3936,0.3841,2.3451,0.0,0.0,0.9104,0.0,0.0,0.022124,0.0,0.067497,0.089621,0.018705,0.7969,0.0,6.0,,SH-15
5417.0,5076.2021,114.3049,1.5796,0.3557,2.3409,0.0,0.0,0.8889,0.0,0.0,0.018207,0.01386,0.07899,0.111057,0.024195,0.7148,0.0,6.0,,SH-15
5417.5,5076.6853,99.5034,1.8084,0.3373,2.3428,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5418.0,5077.1685,94.7171,1.81,0.3336,2.3489,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5418.5,5077.6517,105.9268,1.5637,0.3338,2.3611,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5419.0,5078.1349,115.766,1.3314,0.3258,2.3885,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5419.5,5078.6181,119.5487,1.3265,0.316,2.4242,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5420.0,5079.1013,116.5508,1.3863,0.3223,2.4416,0.0,0.0,0.9371,0.0,0.0,0.0,0.009341,0.053562,0.062903,0.01223,0.8515,0.0,6.0,,SH-15
5420.5,5079.5845,115.3625,1.4463,0.3337,2.4312,0.0,0.001506,0.9288,0.0,0.0,0.0,0.012526,0.05721,0.069736,0.0142,0.8204,0.0,6.0,,SH-15
5421.0,5080.0677,110.5126,1.5058,0.334,2.4146,0.0,0.033443,0.8845,0.0,0.0,0.0,0.016947,0.065064,0.082011,0.025345,0.7934,0.0,6.0,,SH-15
5421.5,5080.5509,113.5295,1.4376,0.3331,2.4106,0.0,0.005328,0.9126,0.0,0.0,0.0,0.016391,0.065717,0.082108,0.018156,0.8004,0.0,6.0,,SH-15
5422.0,5081.0341,116.8575,1.3562,0.3453,2.4074,0.0,0.0,0.919,0.0,0.0,0.0,0.014416,0.06657,0.080986,0.016561,0.8238,0.0,6.0,,SH-15
5422.5,5081.5173,114.3038,1.4715,0.3642,2.3877,0.0,0.0,0.9059,0.0,0.0,0.0,0.021937,0.072177,0.094114,0.019832,0.7678,0.0,6.0,,SH-15
5423.0,5082.0005,122.3907,1.4132,0.3698,2.3607,0.0,0.0,0.9074,0.0,0.0,0.021122,0.0,0.071452,0.092575,0.019443,0.7861,0.0,6.0,,SH-15
5423.5,5082.4837,135.5792,1.3033,0.3606,2.349,0.0,0.0,0.9137,0.0,0.0,0.019338,0.0,0.066961,0.086299,0.017872,0.8302,0.0,6.0,,SH-15
5424.0,5082.9669,124.0018,1.4122,0.3486,2.3611,0.0,0.0,0.9096,0.0,0.0,0.021083,0.0,0.069268,0.090351,0.018883,0.7903,0.0,6.0,,SH-15
5424.5,5083.4501,108.211,1.6728,0.345,2.3792,0.0,0.031662,0.8659,0.0,0.0,0.0,0.028807,0.073587,0.102394,0.030317,0.7187,0.0,6.0,,SH-15
5425.0,5083.9333,109.2773,1.6669,0.352,2.3808,0.0,0.022315,0.8766,0.0,0.0,0.0,0.028438,0.072642,0.10108,0.027447,0.7187,0.0,6.0,,SH-15
5425.5,5084.4165,120.8758,1.3625,0.3668,2.3749,0.0,0.0,0.912,0.0,0.0,0.01755,0.0,0.070497,0.088047,0.018306,0.8087,0.0,6.0,,SH-15
5426.0,5084.8997,130.9211,1.2087,0.3749,2.3851,0.0,0.0,0.9246,0.0,0.0,0.010971,0.0,0.064382,0.075353,0.015186,0.8843,0.0,6.0,,SH-15
5426.5,5085.3829,136.2232,1.1837,0.3642,2.4029,0.0,0.0,0.9386,0.0,0.0,0.006925,0.0,0.054525,0.06145,0.011889,0.9246,0.0,6.0,,SH-15
5427.0,5085.8661,133.4701,1.3402,0.3436,2.4099,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5427.5,5086.3493,122.284,1.6127,0.3221,2.4052,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5428.0,5086.8326,103.583,1.9634,0.2988,2.3962,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5428.5,5087.3158,91.9351,2.1625,0.2803,2.3993,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5429.0,5087.799,86.3057,2.0779,0.2741,2.4233,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5429.5,5088.2822,89.9824,1.7303,0.2803,2.448,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5430.0,5088.7654,100.9648,1.4647,0.3011,2.4519,0.0,0.141603,0.7906,0.0,0.0,0.0,0.007652,0.060169,0.067821,0.051772,0.8872,0.0006,6.0,,SH-15
5430.5,5089.2486,103.5841,1.6251,0.3337,2.4443,0.0,0.110084,0.819,0.0,0.0,0.0,0.0128,0.058076,0.070877,0.043447,0.8194,0.0002,6.0,,SH-15
5431.0,5089.7318,101.4477,1.8542,0.3527,2.4392,0.0,0.122878,0.8017,0.0,0.0,0.0,0.017699,0.057701,0.0754,0.048482,0.7653,0.0004,6.0,,SH-15
5431.5,5090.215,95.603,2.0112,0.3409,2.4311,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5432.0,5090.6982,85.427,2.1227,0.3098,2.419,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5432.5,5091.1814,79.6797,2.2959,0.2816,2.4142,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5433.0,5091.6646,78.008,2.4017,0.2617,2.4203,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5433.5,5092.1478,74.2553,2.5264,0.2518,2.4336,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5434.0,5092.631,68.834,2.5942,0.2541,2.4446,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5434.5,5093.1142,70.826,2.5657,0.2578,2.4506,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5435.0,5093.5974,72.1971,2.4743,0.2585,2.4535,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5435.5,5094.0806,77.3415,2.4349,0.2558,2.4538,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5436.0,5094.5638,83.02,2.2505,0.2625,2.4511,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5436.5,5095.047,91.471,2.0657,0.2795,2.4466,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5437.0,5095.5302,106.2137,1.8282,0.3011,2.4446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5437.5,5096.0134,118.3232,1.5705,0.3258,2.4421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5438.0,5096.4966,122.7639,1.408,0.3534,2.4265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5438.5,5096.9798,126.9963,1.3962,0.3704,2.4028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5439.0,5097.463,114.8393,1.5151,0.3657,2.3954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5439.5,5097.9462,117.4256,1.7451,0.3436,2.4028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5440.0,5098.4294,120.0118,1.7554,0.3197,2.4086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5440.5,5098.9126,117.944,1.8304,0.3079,2.4137,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5441.0,5099.3958,102.6287,2.4028,0.281,2.4414,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5441.5,5099.879,81.1206,3.5195,0.2237,2.4946,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5442.0,5100.3622,69.9254,4.8099,0.1797,2.5498,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5442.5,5100.8454,64.8421,6.1747,0.1523,2.5797,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5443.0,5101.3286,60.0834,7.162,0.1248,2.5922,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5443.5,5101.8118,53.7461,9.4773,0.1015,2.6118,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5444.0,5102.295,52.0971,10.4642,0.0904,2.6305,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5444.5,5102.7782,56.1499,10.0339,0.0904,2.6373,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5445.0,5103.2614,67.5908,10.0941,0.0952,2.6194,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5445.5,5103.7445,59.7951,10.2969,0.0946,2.6023,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5446.0,5104.2277,53.3015,10.1958,0.0903,2.6065,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5446.5,5104.7109,50.7925,9.4185,0.0895,2.6197,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5447.0,5105.1941,51.1312,8.7531,0.0927,2.6287,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5447.5,5105.6773,51.0148,7.8363,0.0959,2.6344,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5448.0,5106.1605,46.6284,6.5241,0.1031,2.6348,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5448.5,5106.6437,54.6339,4.6757,0.1272,2.6303,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5449.0,5107.1268,70.1518,3.0666,0.1784,2.6142,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5449.5,5107.61,82.3473,2.4335,0.2335,2.5779,0.0,0.382194,0.6076,0.0,0.0,0.0,0.0,0.010232,0.010232,0.010232,1.0,0.0,6.0,,SH-15
5450.0,5108.0932,93.2242,1.9805,0.2655,2.5277,0.0,0.259381,0.7109,0.0,0.0,0.0,0.001974,0.027712,0.029687,0.029687,0.9335,0.0,6.0,,SH-15
5450.5,5108.5764,105.5623,1.7496,0.2788,2.4801,0.0,0.12332,0.8292,0.0,0.0,0.0,0.007324,0.04017,0.047494,0.040512,0.8458,0.0001,6.0,,SH-15
5451.0,5109.0596,106.4522,1.7023,0.2869,2.4507,0.0,0.09716,0.8397,0.0,0.0,0.0,0.012065,0.051074,0.063139,0.037537,0.8089,0.0001,6.0,,SH-15
5451.5,5109.5428,101.1341,1.8956,0.2952,2.4293,0.0,0.1293,0.7923,0.0,0.0,0.0,0.019335,0.059068,0.078403,0.051223,0.7534,0.0006,6.0,,SH-15
5452.0,5110.0259,115.6925,1.7198,0.312,2.4097,0.0,0.0,0.9244,0.0,0.0,0.009935,0.009707,0.055959,0.075602,0.015232,0.7407,0.0,6.0,,SH-15
5452.5,5110.5091,130.0273,1.4016,0.3379,2.3981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5453.0,5110.9923,126.521,1.4433,0.3549,2.3909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5453.5,5111.4755,107.7018,1.7665,0.3498,2.3832,0.0,0.037815,0.8616,0.0,0.0,0.0,0.029745,0.070809,0.100554,0.031459,0.7042,0.0,6.0,,SH-15
5454.0,5111.9587,93.3725,1.9715,0.3347,2.3868,0.0,0.164939,0.727,0.0,0.0,0.0,0.031519,0.076527,0.108046,0.071099,0.7083,0.0044,6.0,,SH-15
5454.5,5112.4418,85.7465,2.0209,0.325,2.4014,0.0,0.239728,0.6547,0.0,0.0,0.0,0.027047,0.078547,0.105594,0.094267,0.7439,0.0258,6.0,,SH-15
5455.0,5112.925,82.169,2.0037,0.3242,2.4079,0.0,0.273851,0.6212,0.0,0.0,0.0,0.024138,0.08079,0.104929,0.104929,0.77,0.0506,6.0,,SH-15
5455.5,5113.4082,77.5287,1.984,0.329,2.4048,0.0,0.310526,0.579,0.0,0.0,0.0,0.023169,0.087265,0.110434,0.110434,0.7902,0.0698,6.0,,SH-15
5456.0,5113.8914,75.6389,1.9784,0.3194,2.4095,0.0,0.330727,0.5602,0.0,0.0,0.0,0.020847,0.088236,0.109083,0.109083,0.8089,0.0646,6.0,,SH-15
5456.5,5114.3746,74.3672,2.0115,0.3012,2.4276,0.0,0.354928,0.5454,0.0,0.0,0.0,0.015996,0.083683,0.099679,0.099679,0.8395,0.0366,6.0,,SH-15
5457.0,5114.8577,74.7101,1.9892,0.2952,2.4463,0.0,0.363753,0.547,0.0,0.0,0.0,0.011266,0.078001,0.089267,0.089267,0.8738,0.0183,6.0,,SH-15
5457.5,5115.3409,77.0813,1.8601,0.2991,2.4607,0.0,0.351075,0.5687,0.0,0.0,0.0,0.007028,0.073163,0.080191,0.080191,0.9124,0.0093,6.0,,SH-15
5458.0,5115.8241,81.2167,1.7686,0.3027,2.468,0.0,0.319489,0.6071,0.0,0.0,0.0,0.005723,0.067682,0.073406,0.073406,0.922,0.0053,6.0,,SH-15
5458.5,5116.3073,79.5803,1.7377,0.3031,2.4677,0.0,0.333005,0.592,0.0,0.0,0.0,0.004565,0.070401,0.074967,0.074967,0.9391,0.0061,6.0,,SH-15
5459.0,5116.7904,81.3807,1.5752,0.3058,2.4659,0.0,0.315693,0.6091,0.0,0.0,0.0,0.002342,0.072826,0.075168,0.075168,0.9688,0.0062,6.0,,SH-15
5459.5,5117.2736,90.2839,1.3949,0.3074,2.4625,0.0,0.237295,0.692,0.0,0.0,0.0,0.002145,0.0686,0.070745,0.070745,0.9697,0.0042,6.0,,SH-15
5460.0,5117.7568,98.8571,1.2921,0.3054,2.4597,0.0,0.162779,0.7713,0.0,0.0,0.0,0.002452,0.063499,0.065951,0.05749,0.9628,0.0011,6.0,,SH-15
5460.5,5118.2399,101.5965,1.1932,0.3065,2.4642,0.0,0.141581,0.7966,0.0,0.0,0.0,0.000134,0.061686,0.06182,0.049937,0.9978,0.0005,6.0,,SH-15
5461.0,5118.7231,107.9425,1.1862,0.3125,2.4727,0.0,0.09168,0.8557,0.0,0.0,0.0,0.000361,0.052247,0.052608,0.033073,0.9931,0.0,6.0,,SH-15
5461.5,5119.2063,102.979,1.3175,0.3181,2.4785,0.0,0.136936,0.8101,0.0,0.0,0.0,0.001631,0.051362,0.052993,0.045993,0.9692,0.0003,6.0,,SH-15
5462.0,5119.6895,104.2871,1.5657,0.3252,2.4738,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5462.5,5120.1726,104.4974,1.5445,0.3325,2.456,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5463.0,5120.6558,103.0672,1.7531,0.322,2.4416,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5463.5,5121.139,86.8515,2.1257,0.2954,2.4365,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5464.0,5121.6221,72.9253,2.4517,0.2759,2.4415,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5464.5,5122.1053,65.0229,2.6811,0.2727,2.4644,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5465.0,5122.5885,62.5347,2.5568,0.2809,2.4843,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5465.5,5123.0716,75.5202,2.0337,0.2951,2.4778,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5466.0,5123.5548,89.4745,1.8782,0.3073,2.4722,0.0,0.251434,0.6839,0.0,0.0,0.0,0.009099,0.055582,0.064681,0.064681,0.8593,0.0024,6.0,,SH-15
5466.5,5124.038,92.7109,1.8268,0.3042,2.4718,0.0,0.224046,0.7135,0.0,0.0,0.0,0.008967,0.053477,0.062444,0.062444,0.8564,0.0019,6.0,,SH-15
5467.0,5124.5211,79.062,2.0417,0.2934,2.4585,0.0,0.334472,0.5864,0.0,0.0,0.0,0.011209,0.067875,0.079084,0.079084,0.8583,0.0085,6.0,,SH-15
5467.5,5125.0043,73.2058,2.1947,0.2887,2.4468,0.0,0.37842,0.5322,0.0,0.0,0.0,0.013873,0.075494,0.089367,0.089367,0.8448,0.0184,6.0,,SH-15
5468.0,5125.4875,80.4387,1.9662,0.291,2.4564,0.0,0.321756,0.599,0.0,0.0,0.0,0.010852,0.068384,0.079235,0.079235,0.863,0.0086,6.0,,SH-15
5468.5,5125.9706,93.5657,1.5752,0.3023,2.4748,0.0,0.218175,0.7211,0.0,0.0,0.0,0.004739,0.055978,0.060717,0.060717,0.9219,0.0016,6.0,,SH-15
5469.0,5126.4538,101.5873,1.4026,0.312,2.4758,0.0,0.148439,0.7966,0.0,0.0,0.0,0.003215,0.051785,0.055,0.049934,0.9415,0.0005,6.0,,SH-15
5469.5,5126.9369,100.3918,1.5833,0.3014,2.4554,0.0,0.148871,0.7851,0.0,0.0,0.0,0.009167,0.056846,0.066014,0.053322,0.8611,0.0007,6.0,,SH-15
5470.0,5127.4201,93.0729,1.8106,0.2824,2.4325,0.0,0.201593,0.716,0.0,0.0,0.0,0.016218,0.06618,0.082398,0.074511,0.8032,0.0059,6.0,,SH-15
5470.5,5127.9033,98.7505,1.7236,0.2797,2.4276,0.0,0.150661,0.7685,0.0,0.0,0.0,0.016476,0.064388,0.080864,0.058313,0.7963,0.0013,6.0,,SH-15
5471.0,5128.3864,99.4711,1.521,0.2852,2.4393,0.0,0.149744,0.7754,0.0,0.0,0.0,0.010517,0.064363,0.07488,0.056233,0.8595,0.001,6.0,,SH-15
5471.5,5128.8696,93.8089,1.7035,0.2793,2.454,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5472.0,5129.3527,82.5064,2.1862,0.2662,2.4639,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5472.5,5129.8359,72.7418,2.467,0.2542,2.47,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5473.0,5130.319,68.9427,2.7477,0.2382,2.4768,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5473.5,5130.8022,66.4455,2.8895,0.2261,2.4876,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5474.0,5131.2854,74.7857,2.4926,0.241,2.4923,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5474.5,5131.7685,86.1632,2.1365,0.271,2.4792,0.99999,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,1.0,0.0,2.0,,SH-15
5475.0,5132.2517,93.0354,2.0299,0.2929,2.4562,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5475.5,5132.7348,106.1798,1.7807,0.3192,2.4456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5476.0,5133.218,114.4628,1.4253,0.3468,2.4492,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5476.5,5133.7011,114.9259,1.3075,0.3491,2.4524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,,SH-15
5477.0,5134.1843,113.2874,1.3259,0.3305,2.4467,0.0,0.028359,0.9085,0.0,0.0,0.0,0.007435,0.055687,0.063123,0.019131,0.8822,0.0,6.0,,SH-15
5477.5,5134.6674,103.5127,1.565,0.3114,2.4352,0.0,0.10887,0.8161,0.0,0.0,0.0,0.013119,0.061898,0.075017,0.044219,0.8251,0.0002,6.0,,SH-15
