iter	MultiClass
387	0.136082326
388	0.1360531844
389	0.135993249
390	0.135961637
391	0.1359041783
392	0.1358532454
393	0.1357927355
394	0.1357277075
395	0.1356826205
396	0.1356452165
397	0.1356162026
398	0.1355872347
399	0.1355337734
400	0.1354960795
401	0.1354478307
402	0.135407341
403	0.1353566108
404	0.1353297098
405	0.1353025343
406	0.1352536665
407	0.1352127827
408	0.1351654809
409	0.1351322396
410	0.1351165153
411	0.1350887854
412	0.1350639202
413	0.1350440273
414	0.134968124
415	0.134946943
416	0.1349151616
417	0.1348848989
418	0.1348416222
419	0.1347941556
420	0.1347445368
421	0.1346948673
422	0.1346449565
423	0.1346067022
424	0.1345706717
425	0.1345433135
426	0.134516152
427	0.1344764881
428	0.1344519037
429	0.134378318
430	0.1343473589
431	0.1342948409
432	0.1342613282
433	0.1342312859
434	0.1341948304
435	0.1341598792
436	0.1341295896
437	0.1340789651
438	0.134040121
439	0.1340168349
440	0.1339577246
441	0.1339047915
442	0.1338778829
443	0.1338137744
444	0.1337825823
445	0.1337458424
446	0.1337002629
447	0.1336593456
448	0.1336298369
449	0.1335897423
450	0.1335335931
451	0.1334961103
452	0.1334476098
453	0.1333857977
454	0.1333585614
455	0.1332914875
456	0.1332375699
457	0.1332061684
458	0.1331669016
459	0.1331331409
460	0.1330869448
461	0.1330441802
462	0.1330129239
463	0.1329482041
464	0.1328824053
465	0.132854698
466	0.132799228
467	0.1327681294
468	0.1327344054
469	0.1327079009
470	0.1326820508
471	0.132637777
472	0.1326151737
473	0.1325674518
474	0.1325272547
475	0.1324906268
476	0.1324657886
477	0.1323965657
478	0.1323564571
479	0.1322847538
480	0.1322586206
481	0.1322285813
482	0.1321942425
483	0.1321670592
484	0.1321317887
485	0.1320342602
486	0.1319960441
487	0.1319527611
488	0.1319343695
489	0.1318951195
490	0.1318661655
491	0.1318268
492	0.1317967267
493	0.1317227576
494	0.1316996816
495	0.1316789689
496	0.1316370514
497	0.1315915988
498	0.1315573186
499	0.1315026773
500	0.1314812891
501	0.1314563186
502	0.1314174811
503	0.1313938379
504	0.1313609373
505	0.1313294143
506	0.1312979631
507	0.1312575846
508	0.1311918456
509	0.1311687614
510	0.1311381485
511	0.1310765982
512	0.1310489904
513	0.1309961057
514	0.1309519411
515	0.1309082713
516	0.1308594215
517	0.1308391953
518	0.1307905767
519	0.1307481095
520	0.1307061283
521	0.1306587506
522	0.1306300841
523	0.1306031011
524	0.1305583003
525	0.1305350609
526	0.1304955607
527	0.1304632433
528	0.1304098109
529	0.1303589662
530	0.1303299729
531	0.1303179907
532	0.1302743622
533	0.1302220695
534	0.1301825568
535	0.1301588199
536	0.1301319123
537	0.1300804772
538	0.1300426142
539	0.1300158078
540	0.1299852498
541	0.1299395274
542	0.129909397
543	0.129891248
544	0.1298376235
545	0.1298024017
546	0.1297708831
547	0.1297367475
548	0.1297226289
549	0.1296981151
550	0.1296743556
551	0.1296463619
552	0.1295899078
553	0.1295506089
554	0.1295344958
555	0.1294998455
556	0.1294346451
557	0.1294086367
558	0.129383918
559	0.1293431668
560	0.1293285228
561	0.1293103338
562	0.1292941748
563	0.1292460179
564	0.1292338315
565	0.1292098652
566	0.1291854001
567	0.1291393322
568	0.1290764911
569	0.1290486422
570	0.1290089072
571	0.1289589333
572	0.1289190233
573	0.1288881774
574	0.1288287981
575	0.1287929655
576	0.128760432
577	0.1287251688
578	0.128701864
579	0.128682587
580	0.1286663039
581	0.1286331943
582	0.1285976863
583	0.1285252197
584	0.1285003674
585	0.1284714866
586	0.1284314976
587	0.1284108006
588	0.1283822713
589	0.1283637742
590	0.1283219426
591	0.1282955669
592	0.1282821592
593	0.1282645774
594	0.1282002769
595	0.1281894779
596	0.1281618764
597	0.1281406954
598	0.1281052323
599	0.1280356957
600	0.1279931868
601	0.1279739152
602	0.1279492478
603	0.1279092916
604	0.1278933239
605	0.1278490956
606	0.1278317398
607	0.1278138143
608	0.1277791881
609	0.1277476325
610	0.1277223823
611	0.1276983691
612	0.1276836682
613	0.1276675598
614	0.1276294408
615	0.1276131917
616	0.1275908171
617	0.127553071
618	0.1275281016
619	0.1274994736
620	0.1274805432
621	0.1274694787
622	0.1274367893
623	0.1274086704
624	0.1273761451
625	0.1273638357
626	0.1273255189
627	0.127302527
628	0.1272449859
629	0.1272230991
630	0.127196765
631	0.1271727378
632	0.1271553529
633	0.127137257
634	0.1271219694
635	0.1270886554
636	0.1270514095
637	0.1270268984
638	0.1269888741
639	0.126968164
640	0.1269571537
641	0.1269103734
642	0.126884598
643	0.1268699656
644	0.1268482534
645	0.1268178122
646	0.1267900254
647	0.1267545438
648	0.1267357423
649	0.1267052119
650	0.1266718601
651	0.1266502743
652	0.1266385889
653	0.1266228638
654	0.1265963445
655	0.1265741174
656	0.1265372333
657	0.1265174196
658	0.1264949284
659	0.126470635
660	0.126435024
661	0.1264117788
662	0.1263861402
663	0.126361338
664	0.1263287508
665	0.1263082861
666	0.1262796072
667	0.1262570046
668	0.1262173197
669	0.1261829654
670	0.12615944
671	0.1261446026
672	0.1261309446
673	0.1260968653
674	0.1260608583
675	0.126019865
676	0.1259514751
677	0.1259264038
678	0.1259155402
679	0.125875132
680	0.1258526367
681	0.1258081551
682	0.1257856765
683	0.1257552866
684	0.1257250105
685	0.1257011652
686	0.1256807373
687	0.1256564595
688	0.1256107391
689	0.1256030359
690	0.1255886267
691	0.1255700493
692	0.1255504104
693	0.1255111924
694	0.1254647882
695	0.12544904
696	0.12542428
697	0.1253994982
698	0.1253580154
699	0.1253433962
700	0.1253172291
701	0.1252946273
702	0.1252774512
703	0.1252351745
704	0.1252175399
705	0.1251989845
706	0.1251801989
707	0.1251412822
708	0.1251244976
709	0.1251077895
710	0.1250633669
711	0.1250581983
712	0.1250366506
713	0.1250189838
714	0.1249874749
715	0.1249469244
716	0.1249065118
717	0.1248942284
718	0.1248666007
719	0.1248270862
720	0.1247939625
721	0.1247792959
722	0.1247721166
723	0.1247530532
724	0.1247350316
725	0.1247019922
726	0.1246723897
727	0.1246458413
728	0.1246281328
729	0.1246067117
730	0.1245828469
731	0.1245544544
732	0.1245401313
733	0.1245093949
734	0.124487083
735	0.124454995
736	0.1244277255
737	0.1244161416
738	0.1244076687
739	0.1243710253
740	0.1243413806
741	0.1242801691
742	0.1242595933
743	0.1242364947
744	0.1241964714
745	0.1241767593
746	0.124159768
747	0.124135688
748	0.1240954874
749	0.1240557534
750	0.1240224882
751	0.1239945209
752	0.1239659461
753	0.1239456119
754	0.1239205869
755	0.1239079949
756	0.1238744448
757	0.1238288559
758	0.1238080493
759	0.1237766874
760	0.1237600085
761	0.1237396367
762	0.1237136124
763	0.1237019612
764	0.1236771669
765	0.1236570067
766	0.1236477161
767	0.1236321726
768	0.1236130664
769	0.1235951851
770	0.1235661982
771	0.1235559423
772	0.1235162826
773	0.1234998552
774	0.1234837184
775	0.1234551742
776	0.1234384304
777	0.123425948
778	0.1233978865
779	0.1233699647
780	0.123332571
781	0.1233104762
782	0.1232705149
783	0.1232571532
784	0.1232299496
785	0.123213732
786	0.1232012101
787	0.1231770949
788	0.1231639391
789	0.1231376824
790	0.1231248135
791	0.1230928912
792	0.1230713459
793	0.1230600325
794	0.123044145
795	0.1230189838
796	0.1230061294
797	0.1229896417
798	0.1229691249
799	0.1229329104
800	0.122908448
801	0.1228674404
802	0.1228396594
803	0.122806854
804	0.122782657
805	0.1227712939
806	0.122740026
807	0.1227345247
808	0.1227100454
809	0.1227010408
810	0.1226848045
811	0.1226534272
812	0.1226371672
813	0.1226064715
814	0.1225873283
815	0.1225674344
816	0.1225438165
817	0.122524693
818	0.1224995286
819	0.122482939
820	0.1224709439
821	0.1224453965
822	0.1224151371
823	0.1223956719
824	0.1223826233
825	0.122372088
826	0.122345342
827	0.122317343
828	0.1222943806
829	0.1222819409
830	0.1222664571
831	0.1222480389
832	0.1222344178
833	0.1222229115
834	0.1222064402
835	0.1221575477
836	0.1221402493
837	0.1221240395
838	0.122115184
839	0.1220890164
840	0.1220707208
841	0.1220449287
842	0.1220218999
843	0.1219878239
844	0.1219581951
845	0.1219481394
846	0.1219322625
847	0.1219136814
848	0.1219080102
849	0.1218877528
850	0.121877643
851	0.1218648391
852	0.1218544256
853	0.1218370818
854	0.1218165995
855	0.1217859417
856	0.1217535285
857	0.121744905
858	0.1217037619
859	0.1216768271
860	0.1216411909
861	0.1216211847
862	0.1215993532
863	0.1215854361
864	0.1215695514
865	0.1215532058
866	0.1215249463
867	0.1215073422
868	0.1214890477
869	0.1214651581
870	0.12144307
871	0.1214100954
872	0.1213696937
873	0.1213484981
874	0.1213265457
875	0.1213117502
876	0.1213021122
877	0.1212781565
878	0.121256229
879	0.1212348688
880	0.1211971705
881	0.1211859963
882	0.1211601702
883	0.1211438405
884	0.1211205166
885	0.1211017808
886	0.1210837214
887	0.1210668026
888	0.1210391583
889	0.1210198584
890	0.1210075762
891	0.1209945508
892	0.1209780499
893	0.1209582894
894	0.1209484533
895	0.1209306227
896	0.1209089994
897	0.1208945315
898	0.1208601952
899	0.12083147
900	0.1207996585
901	0.1207704898
902	0.1207523724
903	0.1207237769
904	0.1207079075
905	0.1206701754
906	0.1206479868
907	0.120608171
908	0.1205898555
909	0.1205519228
910	0.120517786
911	0.1205044911
912	0.1204847292
913	0.1204661984
914	0.1204573612
915	0.1204459333
916	0.1204310263
917	0.1204042102
918	0.1203733517
919	0.1203645816
920	0.1203368768
921	0.1203135907
922	0.1202913191
923	0.1202779791
924	0.120260268
925	0.120252197
926	0.1202312685
927	0.1202239369
928	0.120195012
929	0.1201625353
930	0.1201509751
931	0.1201310513
932	0.1201098751
933	0.1200746017
934	0.1200626149
935	0.1200496851
936	0.1200207101
937	0.1200032872
938	0.1199906685
939	0.1199808731
940	0.1199723112
941	0.1199574322
942	0.1199459646
943	0.1199041828
944	0.1198671772
945	0.1198442005
946	0.1198228521
947	0.1197947953
948	0.1197831598
949	0.119769137
950	0.1197624897
951	0.1197514389
952	0.1197283609
953	0.1197189559
954	0.1197005542
955	0.1196797206
956	0.1196537362
957	0.1196301738
958	0.1196029667
959	0.1195845084
960	0.1195598569
961	0.1195466607
962	0.1195198941
963	0.1195090773
964	0.1194945328
965	0.1194777426
966	0.1194563056
967	0.1194365713
968	0.1194124251
969	0.1193891382
970	0.1193790634
971	0.1193705789
972	0.1193571924
973	0.1193395505
974	0.1193176177
975	0.1192990005
976	0.1192879668
977	0.1192551568
978	0.1192461666
979	0.1192392193
980	0.1192127566
981	0.1191968462
982	0.1191696572
983	0.1191486803
984	0.1191356412
985	0.1191150168
986	0.1190942652
987	0.1190778879
988	0.1190528725
989	0.1190327218
990	0.1190260324
991	0.1190088742
992	0.1189892581
993	0.1189769407
994	0.1189647773
995	0.1189512535
996	0.1189235886
997	0.1189034362
998	0.1188810062
999	0.1188601309
