iter	MultiClass
261	0.1730170032
262	0.1729791552
263	0.1729479443
264	0.1728540899
265	0.1727505443
266	0.172613411
267	0.1725760732
268	0.1724746266
269	0.1723731871
270	0.1722675747
271	0.1721961465
272	0.1721546683
273	0.1721012896
274	0.1720244715
275	0.1719964534
276	0.1719484798
277	0.1718697885
278	0.1718228908
279	0.1717988418
280	0.1717676293
281	0.1716854777
282	0.1716248196
283	0.1714952427
284	0.1714416557
285	0.1713633085
286	0.1712789362
287	0.1711819272
288	0.1710818906
289	0.1710502083
290	0.1710220071
291	0.1709690828
292	0.1708903642
293	0.1708453194
294	0.1708087685
295	0.170757111
296	0.1707059388
297	0.1706586131
298	0.1705886884
299	0.1705269771
300	0.170491636
301	0.1704041199
302	0.1703391954
303	0.1702593258
304	0.1702092572
305	0.1701300376
306	0.1700684877
307	0.1700080464
308	0.1699605983
309	0.1699374783
310	0.1699010662
311	0.1698737829
312	0.1698128906
313	0.169791444
314	0.1697213132
315	0.1696427793
316	0.1695518025
317	0.1694688072
318	0.169413634
319	0.1693298936
320	0.1692729859
321	0.1692538142
322	0.169144149
323	0.1690793608
324	0.1690354872
325	0.1689726673
326	0.1689187264
327	0.1688762155
328	0.1688260826
329	0.1687750589
330	0.1687108212
331	0.1686741634
332	0.1686396085
333	0.1685537117
334	0.1685085454
335	0.1684585137
336	0.1683944877
337	0.1683343169
338	0.1682975499
339	0.1682619116
340	0.1682274355
341	0.1681740103
342	0.1681068466
343	0.1680613183
344	0.1680048407
345	0.1679429312
346	0.1678886009
347	0.1678527683
348	0.1677858552
349	0.1676978149
350	0.1676042474
351	0.1674983246
352	0.1674515089
353	0.1674039581
354	0.1673380686
355	0.1672945447
356	0.1672590032
357	0.1672165269
358	0.1671888128
359	0.1671227914
360	0.1670665487
361	0.1670409928
362	0.1669629528
363	0.1669279963
364	0.1668670272
365	0.1668221087
366	0.1667673674
367	0.1667159402
368	0.1666691457
369	0.1666363871
370	0.1665982746
371	0.1665574499
372	0.1665084606
373	0.1664699483
374	0.166413765
375	0.1663842592
376	0.1663574788
377	0.1663049515
378	0.1662474988
379	0.1662022026
380	0.1661301085
381	0.1660626782
382	0.1660098975
383	0.1659537202
384	0.1658586036
385	0.1658099192
386	0.1657591241
387	0.1656885802
388	0.1656434526
389	0.1656186743
390	0.1655883749
391	0.1655207525
392	0.1654909796
393	0.165429242
394	0.165390685
395	0.16535391
396	0.165306585
397	0.1652370764
398	0.1651504945
399	0.1651384717
400	0.1651288542
401	0.1650861302
402	0.1650725533
403	0.1650221917
404	0.1650055101
405	0.1649747933
406	0.1649097005
407	0.1648744462
408	0.1647964041
409	0.1647351361
410	0.1646800736
411	0.1646543217
412	0.1646378083
413	0.1645559443
414	0.1645132375
415	0.1644886037
416	0.1644577749
417	0.1644413743
418	0.1643917002
419	0.1643550296
420	0.1643123278
421	0.1642862699
422	0.1642447276
423	0.164165101
424	0.1641347841
425	0.1640636293
426	0.1639949351
427	0.1639578234
428	0.1639098336
429	0.1638884263
430	0.1638428603
431	0.163818831
432	0.1637750115
433	0.1637214608
434	0.1636547453
435	0.1635789629
436	0.1635553632
437	0.163494431
438	0.1634591589
439	0.1634066307
440	0.1633629124
441	0.1633350054
442	0.1632931228
443	0.1632647283
444	0.1632240245
445	0.1631857807
446	0.1631384714
447	0.1631067647
448	0.1630746322
449	0.1630551775
450	0.162983641
451	0.1629594369
452	0.1629323512
453	0.1629207395
454	0.162850072
455	0.1627851363
456	0.1627525396
457	0.1627194023
458	0.1627006535
459	0.1626568905
460	0.1626258283
461	0.1625905951
462	0.162535844
463	0.1624958402
464	0.16246235
465	0.1624336645
466	0.1623938999
467	0.1623530138
468	0.162313927
469	0.1622931264
470	0.1622642534
471	0.1622019613
472	0.1621545257
473	0.1621069971
474	0.1620817723
475	0.1620352092
476	0.1620048487
477	0.1619222665
478	0.1619010051
479	0.1618701625
480	0.1618397432
481	0.1618034231
482	0.1617575192
483	0.1617189066
484	0.1616905451
485	0.1616306724
486	0.1616075295
487	0.161586956
488	0.1615573969
489	0.1615219946
490	0.1614652823
491	0.1614235706
492	0.1613795731
493	0.1613523286
494	0.1613227838
495	0.1613008866
496	0.1612394738
497	0.1612181338
498	0.1611763344
499	0.1611401596
500	0.1611037467
501	0.1610748497
502	0.1610601561
503	0.1610212044
504	0.160990649
505	0.1609364816
506	0.1608784515
507	0.1608339913
508	0.1607733016
509	0.1607430894
510	0.1607172601
511	0.1606864421
512	0.1606682263
513	0.1606581937
514	0.1606274396
515	0.160602354
516	0.16057473
517	0.1605607693
518	0.1604931911
519	0.1604759513
520	0.1604582513
521	0.1604090076
522	0.160348355
523	0.1603349221
524	0.1603064377
525	0.1602812982
526	0.1602465354
527	0.1602086688
528	0.1601870921
529	0.1601663806
530	0.1601042441
531	0.1600854432
532	0.1600667404
533	0.1600431063
534	0.1600121246
535	0.1599511705
536	0.1599192221
537	0.1598895146
538	0.1598598319
539	0.1598135339
540	0.1597470058
541	0.159690451
542	0.1596694986
543	0.1596330483
544	0.1595899666
545	0.1595481074
546	0.1595074329
547	0.1594798125
548	0.1594245066
549	0.1593934278
550	0.1593402998
551	0.1592868736
552	0.1592424871
553	0.1592310941
554	0.1592161741
555	0.1591964776
556	0.1591467692
557	0.1591321325
558	0.1591090147
559	0.159047226
560	0.1590217033
561	0.1589994944
562	0.1589574092
563	0.1589421074
564	0.1588810132
565	0.1588374941
566	0.158807015
567	0.1587971424
568	0.1587753959
569	0.1587358691
570	0.1587206539
571	0.1587120412
572	0.1586591065
573	0.1585990353
574	0.158554095
575	0.1585417721
576	0.1585288758
577	0.1585087742
578	0.1584567061
579	0.1584177733
580	0.1583731168
581	0.1583464711
582	0.1583051506
583	0.158268427
584	0.1582426324
585	0.1582229885
586	0.1581926097
587	0.158157518
588	0.1581307325
589	0.1581063197
590	0.1580901307
591	0.1580598869
592	0.1580225595
593	0.1579621499
594	0.1579161756
595	0.1578950581
596	0.1578860639
597	0.157849525
598	0.1578361548
599	0.1577956436
600	0.1577556947
601	0.15772837
602	0.1577136118
603	0.1576924627
604	0.1576785006
605	0.1576595398
606	0.1576176439
607	0.157592484
608	0.1575620743
609	0.1575385336
610	0.1575042969
611	0.1574547564
612	0.1574434711
613	0.157371243
614	0.1573324687
615	0.1573066112
616	0.1572563614
617	0.1572329059
618	0.1572058888
619	0.1571610871
620	0.1571333961
621	0.1570891353
622	0.1570548418
623	0.1569998857
624	0.1569617659
625	0.1569297679
626	0.1569019039
627	0.1568699373
628	0.1568265965
629	0.1568096515
630	0.1567950061
631	0.1567526081
632	0.1567221558
633	0.1567110775
634	0.1566847224
635	0.1566595723
636	0.1566240197
637	0.1565825998
638	0.156546512
639	0.1565336664
640	0.1565088004
641	0.1564645983
642	0.1564267927
643	0.1564030675
644	0.1563924453
645	0.1563556144
646	0.1563153839
647	0.1562833263
648	0.1562718196
649	0.1562503936
650	0.1562371438
651	0.1561953874
652	0.1561674956
653	0.1561465871
654	0.1561230231
655	0.1561064863
656	0.1560501499
657	0.1560314916
658	0.1560192884
659	0.1559859265
660	0.1559683429
661	0.15593948
662	0.1559277238
663	0.1559007187
664	0.1558500421
665	0.1558391663
666	0.1558068971
667	0.1557977405
668	0.1557687763
669	0.1557308032
670	0.1557097908
671	0.1556647161
672	0.1556223834
673	0.1556103967
674	0.155589023
675	0.1555778135
676	0.155548456
677	0.1555207761
678	0.1554727829
679	0.1554508348
680	0.1554195676
681	0.1553848162
682	0.1553555429
683	0.1553316685
684	0.155311529
685	0.1552736626
686	0.1552557499
687	0.1552069698
688	0.1551893227
689	0.1551709158
690	0.1551417996
691	0.1551244993
692	0.1550995977
693	0.1550768467
694	0.1550364657
695	0.1549876308
696	0.154961281
697	0.1549473377
698	0.1549138259
699	0.1548940093
700	0.1548616898
701	0.1548489931
702	0.1548349618
703	0.1547966056
704	0.1547465149
705	0.1547210995
706	0.1547128238
707	0.1546722516
708	0.1546469618
709	0.1546355199
710	0.1545929155
711	0.154577727
712	0.154565962
713	0.154529228
714	0.1544747806
715	0.1544454129
716	0.1544275699
717	0.1544122324
718	0.1543672862
719	0.1543166764
720	0.1542881176
721	0.154252326
722	0.154206589
723	0.1541951991
724	0.1541710731
725	0.154134725
726	0.1541093053
727	0.1540758542
728	0.1540385915
729	0.1539904459
730	0.1539544684
731	0.1539410238
732	0.1539142397
733	0.1538731752
734	0.1538513048
735	0.1538163142
736	0.1538033829
737	0.1537723231
738	0.1537663505
739	0.1537506322
740	0.1537328265
741	0.1537086468
742	0.153700992
743	0.1536721714
744	0.1536612468
745	0.153623118
746	0.1535893829
747	0.1535801527
748	0.1535668135
749	0.1535577806
750	0.1535107161
751	0.1534790561
752	0.1534468396
753	0.1534207638
754	0.1533853522
755	0.1533679908
756	0.1533347609
757	0.1532954767
758	0.153275101
759	0.1532619703
760	0.1532364146
761	0.153214027
762	0.1532063906
763	0.1531934421
764	0.1531830576
765	0.1531535444
766	0.1531063362
767	0.153078672
768	0.1530578862
769	0.1530405238
770	0.1530251188
771	0.1529864787
772	0.1529615102
773	0.1529511794
774	0.1529091217
775	0.1528799476
776	0.1528604702
777	0.1528431788
778	0.1528203319
779	0.1528110763
780	0.1527716118
781	0.1527415398
782	0.1527279572
783	0.1526988869
784	0.1526668056
785	0.1526320569
786	0.1526002184
787	0.1525880862
788	0.1525560426
789	0.152535828
790	0.152524891
791	0.1525036342
792	0.1524889809
793	0.1524715872
794	0.1524635989
795	0.1524280198
796	0.1524186201
797	0.152389404
798	0.1523468616
799	0.1523239997
800	0.1523121595
801	0.1522906315
802	0.1522754859
803	0.1522602072
804	0.1522545265
805	0.1522385672
806	0.1521957252
807	0.1521579279
808	0.1521516663
809	0.1521361059
810	0.1521147483
811	0.1521030589
812	0.1520818942
813	0.1520612162
814	0.1520386273
815	0.1520045726
816	0.1519957713
817	0.1519914669
818	0.1519587816
819	0.1519390228
820	0.1519148355
821	0.151882612
822	0.1518260621
823	0.1517976184
824	0.1517575634
825	0.1517335164
826	0.1517055958
827	0.1516832572
828	0.1516733633
829	0.1516585195
830	0.1516420801
831	0.1516375266
832	0.1516211112
833	0.1515841827
834	0.1515695016
835	0.151549853
836	0.1515435984
837	0.1515097064
838	0.1514860356
839	0.1514624122
840	0.1514281313
841	0.151410634
842	0.1513795997
843	0.1513665589
844	0.1513596484
845	0.1513174723
846	0.1513036224
847	0.1512855685
848	0.1512579264
849	0.1512422435
850	0.1512101261
851	0.1511929377
852	0.1511620363
853	0.1511401782
854	0.1511278073
855	0.1511210099
856	0.1511013992
857	0.151079765
858	0.1510682921
859	0.1510519051
860	0.1510346812
861	0.1510087477
862	0.1509659395
863	0.1509497608
864	0.1509341379
865	0.150923845
866	0.1509010739
867	0.1508861098
868	0.1508581365
869	0.1508506341
870	0.1508433647
871	0.1508152909
872	0.1508077259
873	0.1507953469
874	0.1507756454
875	0.1507687976
876	0.1507382517
877	0.1507051941
878	0.1506733123
879	0.1506652581
880	0.150632353
881	0.1506236063
882	0.1506081591
883	0.1505854679
884	0.1505701265
885	0.1505413836
886	0.1505129778
887	0.1504882592
888	0.1504512742
889	0.1504385822
890	0.1504252986
891	0.1503902088
892	0.1503812813
893	0.1503453277
894	0.1503287041
895	0.15031213
896	0.150290803
897	0.1502604278
898	0.1502364954
899	0.1501953266
900	0.1501554631
901	0.1501427125
902	0.1501360313
903	0.1501190701
904	0.150096058
905	0.1500858785
906	0.150070863
907	0.1500545719
908	0.1500441855
909	0.150022079
910	0.1499899592
911	0.1499802762
912	0.1499731282
913	0.1499433718
914	0.1499218442
915	0.1498979396
916	0.1498597593
917	0.1498466004
918	0.149832355
919	0.149812807
920	0.1497668165
921	0.1497563101
922	0.1497485431
923	0.1497262818
924	0.1496901804
925	0.1496574608
926	0.1496419695
927	0.1496277626
928	0.1495931805
929	0.1495828522
930	0.14954964
931	0.1495410952
932	0.1495235454
933	0.1494972437
934	0.1494817728
935	0.1494655247
936	0.1494534879
937	0.1494199603
938	0.1493806817
939	0.1493611395
940	0.1493347503
941	0.1493077176
942	0.1492925846
943	0.1492649231
944	0.1492473287
945	0.1492217964
946	0.1491993548
947	0.1491906403
948	0.149183611
949	0.149158345
950	0.1491438963
951	0.1491117454
952	0.1490904416
953	0.1490752189
954	0.1490633789
955	0.1490436305
956	0.1490236978
957	0.1489943289
958	0.148979233
959	0.1489517732
960	0.1489151192
961	0.1488881615
962	0.1488797531
963	0.1488545952
964	0.1488154411
965	0.1487944415
966	0.1487755267
967	0.1487590981
968	0.1487456789
969	0.1487213548
970	0.1487034338
971	0.1486771869
972	0.1486560338
973	0.148618014
974	0.1486043187
975	0.1485869698
976	0.1485738245
977	0.1485515721
978	0.1485325023
979	0.1485158367
980	0.1484945541
981	0.1484683953
982	0.1484566764
983	0.1484257499
984	0.1484079148
985	0.1483730137
986	0.1483528731
987	0.1483383943
988	0.1483236396
989	0.1483017219
990	0.1482892209
991	0.1482442264
992	0.1482256585
993	0.1481995753
994	0.1481830268
995	0.1481658442
996	0.1481411242
997	0.1481343471
998	0.1480984753
999	0.1480691152
